"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]"
"17091","AEP TEXAS CENTRAL DIVISION","ENTRUST ENERGY INC","Plan de Tarifa Fija Entrust 12","0.1230","0.1140","0.1090","","False","False","1","Fixed","15","12","150.00","http://entrustenergy.com/","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/EE_TOS_Spn_121415.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN4F12093_20180312_spa_607a80e1-ae98-40ab-bb4b-dadc04aec1f8.pdf","http://www.entrustenergy.com","","(800) 871-8100","FALSE","FALSE","Spanish","1"
"17335","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 24 Choice","0.1230","0.1140","0.1090","","False","False","1","Fixed","100","24","200.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PF12","Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/0901751881603360.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PF12","","(844) 854-2260","TRUE","FALSE","English","3"
"17344","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free Conserve 12 Choice","0.1010","0.0920","0.1120","","False","False","1","Fixed","100","12","150.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFCons12_ES","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/0901751881603016.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFCons12_ES","","(844) 854-2260","FALSE","FALSE","Spanish","3"
"17350","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 24 Choice","0.1230","0.1140","0.1090","","False","False","1","Fixed","100","24","200.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PF12_ES","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/0901751881603361.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PF12_ES","","(844) 854-2260","TRUE","FALSE","Spanish","3"
"17354","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 12 Choice","0.1260","0.1170","0.1120","","False","False","1","Fixed","100","12","150.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12_ES","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/0901751881603401.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12_ES","","(844) 854-2260","TRUE","FALSE","Spanish","3"
"17358","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus Choice","0.1360","0.1270","0.1220","","False","False","0","Variable","100","0","0.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM_ES","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/0901751881603441.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM_ES","","(844) 854-2260","TRUE","FALSE","Spanish","3"
"17362","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free 12 Choice","0.1560","0.1470","0.1420","","False","False","1","Fixed","100","12","150.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PF12_ES","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles. ","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/090175188160349f.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PF12_ES","","(844) 854-2260","FALSE","FALSE","Spanish","3"
"17371","AEP TEXAS CENTRAL DIVISION","SPARK ENERGY LLC","Price Protect 36","0.1610","0.1340","0.1290","Market rates can go up and down, but with this plan, you can lock in your rate for 36 months so you don’t have to worry. Your rate stays put, guaranteed. With this fixed rate, there’s an $8.99 monthly service fee which applies when your usage is below $1000 kWh in a billing cycle and has a $250.00 early cancellation fee. Enjoy peace of mind with a fixed rate. ","False","False","1","Fixed","12","36","250","https://www.sparkenergy.com/","","https://www.sparkenergy.com/api/enrollment-product-document/21474/TOS/ptc/CPL/Electric/77437","False","","https://www.sparkenergy.com/api/enrollment-product-document/21474/EFL/ptc/CPL/Electric/77437","https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=21474&commodity=Electric&market=CPL&utilityId=1&promoCode=ptc&brk_source=","","(877) 346-0861","FALSE","TRUE","English","1"
"17375","AEP TEXAS CENTRAL DIVISION","PENNYWISE POWER ","Wise Buy 14","0.1410","0.1120","0.1070","Usage charge: $0 if monthly usage is 1000 kWh or more; for usage under 1000 kWh, a $9.95 per month charge is applied. ","False","False","1","Fixed","10","14","150.00","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4135&fromLP=ptc","Electronic Billing and auto payment via bank draft, credit card, or debit card required. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4135.","https://www.pennywisepower.com/files/09017518809d06f0.pdf","False","","https://www.pennywisepower.com/files/09017518816068a5.pdf","https://www.pennywisepower.com/resources/public/oe/zipcode.jsp?txtPromocode=wq4135&fromLP=ptc","","(855) 265-9153","TRUE","TRUE","English","2"
"17381","AEP TEXAS CENTRAL DIVISION","CIRRO ENERGY","Smart Lock 15","0.1420","0.1230","0.1080","Usage charge: $0 if monthly usage is 2000 kWh or more; for usage under 2000 kWh, a $9.95 per month charge is applied. ","False","False","1","Fixed","10","15","200.00","https://www.cirroenergy.com/signup/plans?tdsp_code=D0004&promo_code=WA198B&fromLP=ptc","Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only","https://signup.cirroenergy.com/files/0901751880b58ee7.pdf","False","","https://signup.cirroenergy.com/files/09017518815dcacf.pdf","https://www.cirroenergy.com/signup/plans?tdsp_code=D0004&promo_code=WA198B&fromLP=ptc","","(844) 417-7180","TRUE","TRUE","English","2"
"17401","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 36 Choice","0.1160","0.1070","0.1020","","False","False","1","Fixed","100","36","250.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P6","Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.<br />","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/090175188160339e.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P6","","(844) 854-2260","FALSE","FALSE","English","3"
"17408","AEP TEXAS CENTRAL DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 36 Choice","0.1160","0.1070","0.1020","","False","False","1","Fixed","100","36","250.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P6_ES","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/090175188160339f.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P6_ES","","(844) 854-2260","FALSE","FALSE","Spanish","3"
"17426","AEP TEXAS CENTRAL DIVISION","RELIANT","Monthly Flex Plan","0.1080","0.0990","0.0940","","False","False","0","Variable","10","1","0.00","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WF3713&fromLP=ptc&s.campaign=A3P_ERCOT_2010JulPTCOffers","This offer is for new customers only who enroll through Power to Choose.","http://www.reliant.com/files/0901751880c5cea5.pdf","False","","https://www.reliant.com/files/0901751881644420.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WF3713&fromLP=ptc&s.campaign=A3P_ERCOT_2010JulPTCOffers","","(855) 350-8650","TRUE","FALSE","English","4"
"17431","AEP TEXAS CENTRAL DIVISION","RELIANT","Reliant Conservation 12 Plan","0.1220","0.1130","0.1180","","False","False","1","Fixed","10","12","150.00","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","This offer is for new customers only who enroll through Power to Choose.","http://www.reliant.com/files/0901751880c5cea5.pdf","False","","https://www.reliant.com/files/0901751881644416.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","","(855) 350-8650","TRUE","FALSE","English","4"
"17436","AEP TEXAS CENTRAL DIVISION","RELIANT","Reliant Conservation 12 Plan","0.1220","0.1130","0.1180","","False","False","1","Fixed","10","12","150.00","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers&language_code=es_US","Esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose","http://www.reliant.com/files/0901751880c5cea6.pdf","False","","https://www.reliant.com/files/0901751881644417.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers&language_code=es_US","","(855) 350-8650","TRUE","FALSE","Spanish","4"
"17441","AEP TEXAS CENTRAL DIVISION","RELIANT","Monthly Flex Plan","0.1080","0.0990","0.0940","","False","False","0","Variable","10","1","0.00","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers1&language_code=es_US","Esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose","http://www.reliant.com/files/0901751880c5cea6.pdf","False","","http://www.reliant.com/files/0901751881644421.pdf","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers1&language_code=es_US","","(855) 350-8650","TRUE","FALSE","Spanish","4"
"17449","AEP TEXAS CENTRAL DIVISION","FRONTIER UTILITIES","Preferred 12","0.1720","0.1540","0.1450","","False","False","1","Fixed","15","12","100.00","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PREF12%2b&Ref_code=PTC","Frontier Utilities is the winner of the 2014, 2015 & 2016 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=TOS","False","","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=PREF12%2b&tdspcode=AEP_CENT","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PREF12%2b&Ref_code=PTC","","(877) 261-1024","FALSE","FALSE","English","2"
"17464","AEP TEXAS CENTRAL DIVISION","GEXA ENERGY","Gexa Shopper 12","0.0680","0.1390","0.1380","","False","False","1","Fixed","6","12","150.00","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3140|1000|22930","|Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=51368&rkey=8480|3140|1000|22930","False","","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=53572&rkey=8480|3140|1000|22930","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3140|1000|22930","","(866) 329-4392","TRUE","FALSE","English","3"
"17465","AEP TEXAS CENTRAL DIVISION","GEXA ENERGY","Gexa Shopper Plus 12","0.0880","0.0640","0.1220","","False","False","1","Fixed","6","12","150.00","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3141|1000|22931","|Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=51368&rkey=8480|3141|1000|22931","False","","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=53574&rkey=8480|3141|1000|22931","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3141|1000|22931","","(866) 329-4392","TRUE","FALSE","English","3"
"17466","AEP TEXAS CENTRAL DIVISION","GEXA ENERGY","Gexa Shopper Select 12","0.0980","0.0690","0.1090","","False","False","1","Fixed","6","12","150.00","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3142|1000|22932","|Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=51368&rkey=8480|3142|1000|22932","False","","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=53576&rkey=8480|3142|1000|22932","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3142|1000|22932","","(866) 329-4392","TRUE","FALSE","English","3"
"17477","AEP TEXAS CENTRAL DIVISION","FIRST CHOICE POWER ","Texas Choice Savings 7","0.1000","0.0340","0.0950","","False","False","1","Fixed","14","7","135.00","https://www.firstchoicepower.com/texas/electricity-plans/fcp-texas-choice-savings-7/msid/6941/pid/tcs7?utm_source=BD&utm_medium=ptc","Power to Choose customers, enjoy a stable, fixed energy bill for 7 months! Accurately calculate your electricity bill every month!","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20180110.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXXX0435FBLD_ENG_20180406.PDF","https://www.firstchoicepower.com/texas/electricity-plans/fcp-texas-choice-savings-7/msid/6941/pid/tcs7?utm_source=BD&utm_medium=ptc","","(855) 998-7981","TRUE","FALSE","English","3"
"17478","AEP TEXAS CENTRAL DIVISION","FIRST CHOICE POWER ","Texas Choice Savings 8","0.1000","0.0340","0.0950","","False","False","0","Variable","14","8","135.00","https://www.firstchoicepower.com/texas/electricity-plans/fcp-texas-choice-savings-8/msid/6941/pid/tcs8?utm_source=BD&utm_medium=ptc","Power to Choose customers, enjoy a stable, fixed energy bill for 8 months! Accurately calculate your electricity bill every month!","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20180110.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXXX0436FBLD_ENG_20180406.PDF","https://www.firstchoicepower.com/texas/electricity-plans/fcp-texas-choice-savings-8/msid/6941/pid/tcs8?utm_source=BD&utm_medium=ptc","","(855) 998-7981","TRUE","FALSE","English","3"
"17453","AEP TEXAS CENTRAL DIVISION","FRONTIER UTILITIES","Preferred 24","0.1720","0.1540","0.1450","","False","False","1","Fixed","15","24","150.00","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PREF24%2b&Ref_code=PTC","Frontier Utilities is the winner of the 2014, 2015 & 2016 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=TOS","False","","http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=PREF24%2b&tdspcode=AEP_CENT","https://portal.frontierutilities.com/Webenrollment/LandingPage.aspx?TDSP_Code=AEP_CENT&Ref_ID=PTC&Promo_Code=PREF24%2b&Ref_code=PTC","","(877) 261-1024","FALSE","FALSE","English","2"
"17479","AEP TEXAS NORTH DIVISION","FIRST CHOICE POWER ","Texas Choice Savings 10","0.0860","0.0430","0.0890","","False","False","1","Fixed","14","10","135.00","https://www.firstchoicepower.com/texas/electricity-plans/fcp-texas-choice-savings-10/msid/6941/pid/tcs10?utm_source=BD&utm_medium=ptc","Power to Choose customers, enjoy a stable, fixed energy bill for 10 months! Accurately calculate your electricity bill every month!","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20180110.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX0377FBLD_ENG_20180406.PDF","https://www.firstchoicepower.com/texas/electricity-plans/fcp-texas-choice-savings-10/msid/6941/pid/tcs10?utm_source=BD&utm_medium=ptc","","(855) 998-7981","TRUE","FALSE","English","3"
"17468","AEP TEXAS NORTH DIVISION","GEXA ENERGY","Gexa Shopper 12","0.0790","0.1240","0.1290","","False","False","1","Fixed","6","12","150.00","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3140|1001|22933","|Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=51368&rkey=8480|3140|1001|22933","False","","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=53578&rkey=8480|3140|1001|22933","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3140|1001|22933","","(866) 329-4392","TRUE","FALSE","English","3"
"17469","AEP TEXAS NORTH DIVISION","GEXA ENERGY","Gexa Shopper Plus 12","0.0790","0.0590","0.1160","","False","False","1","Fixed","6","12","150.00","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3141|1001|22934","|Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=51368&rkey=8480|3141|1001|22934","False","","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=53580&rkey=8480|3141|1001|22934","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3141|1001|22934","","(866) 329-4392","TRUE","FALSE","English","3"
"17470","AEP TEXAS NORTH DIVISION","GEXA ENERGY","Gexa Shopper Select 12","0.0890","0.0640","0.0990","","False","False","1","Fixed","6","12","150.00","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3142|1001|22935","|Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=51368&rkey=8480|3142|1001|22935","False","","https://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=53582&rkey=8480|3142|1001|22935","https://www.gexaenergy.com/Enrollment-PTC/?pc=Payless_NotCool&ptc=1&rkey=8480|3142|1001|22935","","(866) 329-4392","TRUE","FALSE","English","3"
"17442","AEP TEXAS NORTH DIVISION","RELIANT","Monthly Flex Plan","0.1090","0.0990","0.0940","","False","False","0","Variable","10","1","0.00","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers&language_code=es_US","Esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose","http://www.reliant.com/files/0901751880c5cea6.pdf","False","","http://www.reliant.com/files/0901751880c5cea6.pdf","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers&language_code=es_US","","(855) 350-8650","TRUE","FALSE","Spanish","4"
"17437","AEP TEXAS NORTH DIVISION","RELIANT","Reliant Conservation 12 Plan","0.1190","0.1090","0.1140","","False","False","1","Fixed","10","12","150.00","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers&language_code=es_US","Esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose","http://www.reliant.com/files/0901751880c5cea6.pdf","False","","https://www.reliant.com/files/0901751881644419.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers&language_code=es_US","","(855) 350-8650","TRUE","FALSE","Spanish","4"
"17432","AEP TEXAS NORTH DIVISION","RELIANT","Reliant Conservation 12 Plan","0.1190","0.1090","0.1140","","False","False","1","Fixed","10","12","150.00","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","This offer is for new customers only who enroll through Power to Choose.","http://www.reliant.com/files/0901751880c5cea5.pdf","False","","https://www.reliant.com/files/0901751881644418.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","","(855) 350-8650","TRUE","FALSE","English","4"
"17427","AEP TEXAS NORTH DIVISION","RELIANT","Monthly Flex Plan","0.1090","0.0990","0.0940","","False","False","0","Variable","10","1","0.00","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","This offer is for new customers only who enroll through Power to Choose.","http://www.reliant.com/files/0901751880c5cea5.pdf","False","","https://www.reliant.com/files/0901751881644422.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&s.campaign=A3P_ERCOT_2010JulPTCOffers","","(855) 350-8650","TRUE","FALSE","English","4"
"17404","AEP TEXAS NORTH DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 36 Choice","0.1150","0.1050","0.0990","","False","False","1","Fixed","100","36","250.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P6","Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.<br />","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/09017518816033a4.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P6","","(844) 854-2260","FALSE","FALSE","English","3"
"17405","AEP TEXAS NORTH DIVISION","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 36 Choice","0.1150","0.1050","0.0990","","False","False","1","Fixed","100","36","250.00","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P6_ES","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","https://signup.greenmountain.com/files/0901751880d225fb.pdf","False","","https://signup.greenmountain.com/files/09017518816033a5.pdf","https://www.greenmountainenergy.com/wp-gmec-landing/gmec-lnd-tx/ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P6_ES","","(844) 854-2260","FALSE","FALSE","Spanish","3"
